2.5,0,"[0.00029]","[0.00889, 0.00207, 0.02395, 0.01051, 0.0071, 0.00394, 0.00287, 0.01129, 0.01704, 0.00378, 0.00443, 0.00381, 0.00576, 0.01096, 0.00456]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15
2.5,1,"[]","[0.00586, 0.00801, 0.0065, 0.00226, 0.00463, 0.02695, 0.00241, 0.00339, 0.02937, 0.00703, 0.00808, 0.1605, 0.00763, 0.02995, 0.07023, 0.02789, 0.00945]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,17
2.5,2,"[]","[0.01872, 0.03811, 0.03985]","[0, 0, 0]",0,3
2.5,3,"[]","[0.00788, 0.01404, 0.02424, 0.0021, 0.04609, 0.00367, 0.0071, 0.03411, 0.02143, 0.03254, 0.01444, 0.00929, 0.00854, 0.00499, 0.01607, 0.01651, 0.00514]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,17
2.5,4,"[0.00051, 0.00024]","[0.00934, 0.00314, 0.02028, 0.0083, 0.00594, 0.00284, 0.00416, 0.00802, 0.00358, 0.0531, 0.00278, 0.00845, 0.01828, 0.00598, 0.03852, 0.00528, 0.03637]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,17
2.5,5,"[]","[0.0135, 0.0065, 0.00229, 0.01019, 0.06193, 0.01469, 0.00513, 0.02662]","[0, 0, 0, 0, 0, 0, 0, 0]",0,8
2.5,6,"[]","[0.00437, 0.01037, 0.11065, 0.0296]","[0, 0, 0, 0]",0,4
2.5,7,"[]","[0.02162, 0.00337, 0.04038, 0.00567, 0.00571, 0.04189]","[0, 0, 0, 0, 0, 0]",0,6
2.5,8,"[0.00091, 0.00083]","[0.05417, 0.02602, 0.00352, 0.07148, 0.13376, 0.00763, 0.02995, 0.07023, 0.02789, 0.00945, 0.01613, 0.01738, 0.00608, 0.01446, 0.00926, 0.02724, 0.005, 0.00373, 0.00308, 0.09514, 0.00222, 0.01545]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",2,22
2.5,9,"[0.0005, 0.00091, 0.00083]","[0.06684, 0.02602, 0.00352, 0.07148, 0.13376, 0.00763, 0.02995, 0.07023, 0.02789, 0.00945, 0.01613, 0.01738, 0.00608, 0.01446, 0.00926, 0.02724, 0.005, 0.00373, 0.00308, 0.09514, 0.00222, 0.01545]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",3,22
2.5,10,"[]","[0.025, 0.03465, 0.00316, 0.11417, 0.00243, 0.00213, 0.06241, 0.00963, 0.02195, 0.00228, 0.05666, 0.00531, 0.02344, 0.01325, 0.00304, 0.13617, 0.00619, 0.00623, 0.02833, 0.01342]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,20
2.5,11,"[0.00079, 0.0005]","[0.00208, 0.0074, 0.00928, 0.01223, 0.07136, 0.01007, 0.09872, 0.00243, 0.00213, 0.06241, 0.00963, 0.02195, 0.00228, 0.05666, 0.00531, 0.02344, 0.01325, 0.00304, 0.13617, 0.00619, 0.00623, 0.02833, 0.01342]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,23
2.5,12,"[0.00092, 0.00043]","[0.00679, 0.07647, 0.00492, 0.01883, 0.0056, 0.0028, 0.02577, 0.01214, 0.01943, 0.01394, 0.06906, 0.00619, 0.0834, 0.06156, 0.00243, 0.00213, 0.09263, 0.01007, 0.00545, 0.05325, 0.00939, 0.14783, 0.01846, 0.068, 0.05638, 0.03149]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,26
2.5,13,"[]","[0.00212, 0.05567, 0.06644, 0.01846, 0.0534]","[0, 0, 0, 0, 0]",0,5
2.5,14,"[0.00091, 0.00074]","[0.00311, 0.00237, 0.12645, 0.00763, 0.02995, 0.07023, 0.02789, 0.00945, 0.01613, 0.01738, 0.00608, 0.01446, 0.00926, 0.14461, 0.02602, 0.00352, 0.07148, 0.00507, 0.00212, 0.01941, 0.00425, 0.00601, 0.00552, 0.05315, 0.00559, 0.00351, 0.01252, 0.00712, 0.01338, 0.0085]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,30
2.5,15,"[]","[0.01024, 0.00531, 0.04823, 0.00243, 0.00213, 0.06241, 0.00963, 0.02195, 0.00228, 0.11239, 0.00619, 0.00623, 0.02833, 0.01342]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,14
2.5,16,"[0.00037]","[0.00278, 0.00361, 0.06046, 0.01041, 0.01041, 0.00575, 0.02821, 0.00229, 0.01808, 0.00852, 0.06848, 0.00341, 0.03189]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,13
2.5,17,"[]","[0.00281, 0.00647, 0.0265, 0.00628, 0.00468, 0.00357, 0.0088, 0.02255, 0.03905, 0.00537, 0.02242]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11
2.5,18,"[0.00055]","[0.02086, 0.01061, 0.06355, 0.01337, 0.02833]","[0, 0, 0, 0, 1]",1,5
2.5,19,"[0.00091, 0.00083]","[0.02927, 0.11134, 0.02602, 0.00352, 0.07148, 0.13376, 0.00763, 0.02995, 0.07023, 0.02789, 0.00945, 0.01613, 0.01738, 0.00608, 0.01446, 0.00926, 0.02724, 0.005, 0.00373, 0.00308, 0.09514, 0.00222, 0.01545]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",2,23
2.5,20,"[]","[0.00571, 0.01011, 0.00254, 0.00243, 0.00335, 0.08029, 0.00367, 0.0071, 0.03411, 0.02143, 0.03254, 0.01444, 0.00929, 0.00854, 0.00499, 0.01607, 0.01651, 0.00514]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,18
2.5,21,"[0.00074, 0.00037]","[0.00541, 0.00783, 0.01049, 0.00403, 0.00331, 0.01749, 0.07824, 0.01041, 0.01041, 0.00575, 0.02821, 0.00229, 0.01808, 0.00852, 0.06848, 0.00341, 0.03189]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,17
2.5,22,"[0.00059]","[0.00634, 0.05694, 0.0119]","[0, 1, 0]",1,3
2.5,23,"[0.00092, 0.00043]","[0.02985, 0.00492, 0.01883, 0.0056, 0.0028, 0.02577, 0.01214, 0.01943, 0.01394, 0.06906, 0.00619, 0.0834, 0.06156, 0.00243, 0.00213, 0.09263, 0.01007, 0.00545, 0.05325, 0.00939, 0.14783, 0.01846, 0.068, 0.05638, 0.03149]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,25
2.5,24,"[0.00059]","[0.0052, 0.02928, 0.00415, 0.00487, 0.01748, 0.00203, 0.06803, 0.00278, 0.00845, 0.01828, 0.00598, 0.03852, 0.00528, 0.03637]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,14
2.5,25,"[0.00057]","[0.02079, 0.02786, 0.01727, 0.0022, 0.01964, 0.09333, 0.00619, 0.0834, 0.06156, 0.00243, 0.00213, 0.09263]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,12
2.5,26,"[0.00057]","[0.02232, 0.00611, 0.00385, 0.07665, 0.02786, 0.00851, 0.0028, 0.00311, 0.00465, 0.02666, 0.00494, 0.03064]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,12
2.5,27,"[0.00091, 0.00074]","[0.00291, 0.05318, 0.00763, 0.02995, 0.07023, 0.02789, 0.00945, 0.01613, 0.01738, 0.00608, 0.01446, 0.00926, 0.14461, 0.02602, 0.00352, 0.07148, 0.00507, 0.00212, 0.01941, 0.00425, 0.00601, 0.00552, 0.05315, 0.00559, 0.00351, 0.01252, 0.00712, 0.01338, 0.0085]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,29
2.5,28,"[]","[0.01213, 0.00801, 0.07583, 0.00243, 0.00213, 0.06241, 0.00963, 0.02195, 0.00228, 0.05666, 0.00531, 0.02344, 0.01325, 0.00304, 0.13617, 0.00619, 0.00623, 0.02833, 0.01342]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,19
2.5,29,"[0.00063, 0.00069]","[0.00316, 0.00634, 0.00768, 0.00272, 0.04564, 0.01062, 0.01428, 0.00716, 0.02274, 0.01054, 0.00904, 0.04807, 0.03465, 0.00316, 0.11417, 0.00243, 0.00213, 0.06241, 0.00963, 0.02195, 0.00228, 0.05666, 0.00531, 0.02344, 0.01325, 0.00304, 0.13617, 0.00619, 0.00623]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,29
2.5,30,"[0.00043]","[0.05762, 0.00619, 0.0834, 0.06156, 0.00243, 0.00213, 0.09263, 0.01007, 0.00545, 0.05325, 0.00939, 0.14783, 0.01846, 0.068, 0.05638, 0.03149]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,16
2.5,31,"[0.00021, 0.00069, 0.00029]","[0.02993, 0.00879, 0.0391, 0.0419, 0.00207, 0.02395, 0.01051, 0.0071, 0.00394, 0.00287, 0.01129, 0.01704, 0.00378, 0.00443, 0.00381, 0.00576, 0.01096, 0.00456]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,18
2.5,32,"[0.00037]","[0.01589, 0.01583, 0.00229, 0.00986, 0.05231, 0.01041, 0.01041, 0.00575, 0.01602, 0.03119]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,10
2.5,33,"[0.00092, 0.00043]","[0.0142, 0.00492, 0.01883, 0.0056, 0.0028, 0.02577, 0.01214, 0.01943, 0.01394, 0.06906, 0.00619, 0.0834, 0.06156, 0.00243, 0.00213, 0.09263, 0.01007, 0.00545, 0.05325, 0.00939, 0.14783, 0.01846, 0.068, 0.05638, 0.03149]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,25
2.5,34,"[0.00091, 0.00074]","[0.00269, 0.06362, 0.00763, 0.02995, 0.07023, 0.02789, 0.00945, 0.01613, 0.01738, 0.00608, 0.01446, 0.00926, 0.14461, 0.02602, 0.00352, 0.07148, 0.00507, 0.00212, 0.01941, 0.00425, 0.00601, 0.00552, 0.05315, 0.00559, 0.00351, 0.01252, 0.00712, 0.01338, 0.0085]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,29
2.5,35,"[]","[0.03968, 0.01126, 0.00221, 0.00303, 0.01433, 0.02648, 0.00727, 0.00898, 0.007, 0.00211, 0.01348]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11
2.5,36,"[]","[0.0282, 0.03927, 0.06242]","[0, 0, 0]",0,3
2.5,37,"[0.00037]","[0.00676, 0.00436, 0.00299, 0.02205, 0.00758, 0.01431, 0.07159, 0.01444, 0.00929, 0.05283, 0.02143, 0.02967, 0.00367, 0.0071, 0.02758]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,15
2.5,38,"[]","[0.00847, 0.03494, 0.03053, 0.00945, 0.06551, 0.00337, 0.04038, 0.00567, 0.00571, 0.04189]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10
